test, rrt iteration, number of waypoints, distance to goal
1,610,11,596.502
1,611,11,596.502
1,612,11,596.502
1,613,11,596.502
1,614,13,596.502
1,615,13,596.502
1,616,13,596.401
1,617,13,596.401
1,618,13,596.401
1,619,13,596.401
1,620,13,596.401
1,621,13,596.401
1,622,13,596.401
1,623,13,596.401
1,624,13,596.401
1,625,13,596.401
1,626,13,596.401
1,627,13,596.401
1,628,12,596.401
1,629,12,596.401
1,630,12,596.401
1,631,12,596.401
1,632,12,596.401
1,633,12,596.401
1,634,12,596.401
1,635,12,596.292
1,636,12,596.292
1,637,12,596.292
1,638,12,596.292
1,639,12,596.292
1,640,12,596.292
1,641,12,596.292
1,642,12,596.292
1,643,12,596.292
1,644,12,596.292
1,645,12,596.292
1,646,12,596.292
1,647,12,596.292
1,648,12,596.292
1,649,12,596.292
1,650,12,596.292
1,651,12,596.292
1,652,12,596.292
1,653,12,596.292
1,654,12,596.292
1,655,12,596.292
1,656,12,596.292
1,657,12,596.292
1,658,12,596.292
1,659,12,596.292
1,660,12,596.292
1,661,12,596.292
1,662,12,596.292
1,663,12,596.292
1,664,12,596.292
1,665,12,596.292
1,666,12,596.292
1,667,12,596.292
1,668,12,596.292
1,669,12,596.292
1,670,12,596.292
1,671,12,596.292
1,672,12,596.292
1,673,12,596.292
1,674,12,596.292
1,675,12,596.292
1,676,12,596.292
1,677,12,596.292
1,678,12,596.292
1,679,12,596.292
1,680,12,596.292
1,681,12,596.292
1,682,12,596.292
1,683,12,596.283
1,684,12,596.283
1,685,12,596.283
1,686,12,596.283
1,687,12,596.283
1,688,12,596.283
1,689,12,596.283
1,690,12,596.283
1,691,12,596.283
1,692,12,596.283
1,693,12,596.283
1,694,12,596.283
1,695,12,596.283
1,696,12,596.283
1,697,12,596.283
1,698,12,596.283
1,699,12,596.283
1,700,12,596.283
1,701,12,596.283
1,702,12,596.283
1,703,12,596.283
1,704,12,596.283
1,705,12,596.283
1,706,12,596.283
1,707,12,596.283
1,708,12,596.283
1,709,12,596.283
1,710,12,596.283
1,711,12,596.283
1,712,12,596.283
1,713,12,596.283
1,714,12,596.283
1,715,12,596.283
1,716,12,596.283
1,717,12,596.283
1,718,12,596.283
1,719,12,596.283
1,720,12,596.283
1,721,12,596.283
1,722,12,596.283
1,723,12,596.283
1,724,12,596.283
1,725,12,596.283
1,726,12,596.283
1,727,12,596.283
1,728,12,596.283
1,729,12,596.283
1,730,12,596.283
1,731,12,596.283
1,732,12,596.283
1,733,11,596.283
1,734,11,596.283
1,735,11,596.283
1,736,11,596.283
1,737,11,596.283
1,738,11,596.283
1,739,11,596.283
1,740,11,596.283
1,741,11,596.24
1,742,11,596.24
1,743,11,596.24
1,744,11,596.24
1,745,11,596.24
