test, rrt iteration, number of waypoints, distance to goal
1,1134,22,857.946
1,1135,23,857.946
1,1136,23,857.946
1,1137,23,857.946
1,1138,23,857.946
1,1139,23,857.946
1,1140,23,857.946
1,1141,23,857.946
1,1142,23,857.946
1,1143,23,857.946
1,1144,23,857.946
1,1145,23,857.946
1,1146,21,857.946
1,1147,21,857.946
1,1148,21,857.946
1,1149,21,857.946
1,1150,21,857.946
1,1151,21,857.946
1,1152,21,857.946
1,1153,21,857.946
1,1154,21,855.268
1,1155,21,855.268
1,1156,21,855.268
1,1157,21,855.268
1,1158,21,855.268
1,1159,21,855.268
1,1160,21,855.268
1,1161,21,855.268
1,1162,21,855.268
1,1163,21,855.268
1,1164,21,855.268
1,1165,21,855.268
1,1166,21,855.268
1,1167,21,855.268
1,1168,21,855.268
1,1169,21,855.268
1,1170,20,855.268
1,1171,20,855.268
1,1172,20,855.268
1,1173,20,855.268
1,1174,20,855.268
1,1175,20,855.268
1,1176,20,855.268
1,1177,20,855.268
1,1178,20,855.268
1,1179,20,855.268
1,1180,20,855.268
1,1181,20,855.268
1,1182,20,855.268
1,1183,20,855.268
1,1184,20,855.268
1,1185,20,855.268
1,1186,20,855.268
1,1187,20,855.268
1,1188,20,855.268
1,1189,20,855.268
1,1190,20,855.268
1,1191,20,855.268
1,1192,20,855.268
1,1193,20,855.268
1,1194,20,855.01
1,1195,20,855.01
1,1196,20,855.01
1,1197,20,855.01
1,1198,20,855.01
1,1199,20,854.919
1,1200,20,854.919
1,1201,20,854.919
1,1202,20,854.919
1,1203,20,854.919
1,1204,20,854.919
1,1205,20,854.919
1,1206,20,854.919
1,1207,20,854.919
1,1208,20,854.919
1,1209,20,854.919
1,1210,20,854.919
1,1211,20,854.919
1,1212,20,854.919
1,1213,20,854.919
1,1214,20,854.919
1,1215,20,854.919
1,1216,20,854.919
1,1217,20,854.919
1,1218,20,854.919
1,1219,20,854.919
1,1220,20,854.919
1,1221,20,854.843
1,1222,21,854.843
1,1223,22,854.843
1,1224,22,854.843
1,1225,22,854.843
1,1226,22,854.843
1,1227,22,854.843
1,1228,22,854.262
1,1229,22,854.262
1,1230,22,854.262
1,1231,22,854.262
1,1232,22,854.262
1,1233,22,854.262
1,1234,22,854.262
1,1235,22,854.262
1,1236,23,854.262
1,1237,23,854.262
1,1238,23,854.262
1,1239,23,854.262
1,1240,23,854.262
1,1241,23,854.262
1,1242,23,854.262
1,1243,23,854.262
1,1244,23,854.262
1,1245,23,854.262
1,1246,23,854.262
1,1247,23,854.262
1,1248,23,854.262
1,1249,23,854.262
1,1250,23,854.262
1,1251,23,854.262
1,1252,23,854.262
1,1253,23,853.79
1,1254,23,853.79
1,1255,23,853.79
1,1256,23,853.79
1,1257,23,853.79
1,1258,23,853.79
1,1259,23,853.79
1,1260,23,853.79
1,1261,23,853.79
1,1262,23,853.79
1,1263,23,853.79
1,1264,23,853.79
1,1265,23,853.79
1,1266,23,853.79
1,1267,23,853.79
1,1268,23,853.612
1,1269,23,853.612
1,1270,22,853.612
1,1271,22,853.612
1,1272,22,853.612
1,1273,22,853.612
1,1274,22,853.612
1,1275,22,853.44
1,1276,22,852.374
1,1277,21,852.374
1,1278,21,852.374
1,1279,21,852.374
1,1280,21,852.374
1,1281,21,852.374
1,1282,21,852.374
1,1283,21,852.374
1,1284,21,852.374
1,1285,21,852.374
1,1286,21,852.374
1,1287,22,852.374
1,1288,22,852.374
1,1289,22,852.374
1,1290,22,852.335
1,1291,22,852.335
1,1292,22,852.335
1,1293,22,852.335
1,1294,22,852.335
1,1295,22,852.335
1,1296,22,852.167
1,1297,22,852.167
1,1298,22,852.167
1,1299,22,852.167
1,1300,22,852.167
1,1301,22,852.167
1,1302,22,852.167
1,1303,22,852.095
1,1304,22,852.095
1,1305,22,852.095
1,1306,22,852.095
1,1307,22,852.095
1,1308,22,852.095
1,1309,22,852.095
1,1310,22,852.095
1,1311,22,852.095
1,1312,22,852.095
1,1313,22,852.095
1,1314,22,852.095
1,1315,22,852.095
1,1316,22,852.095
1,1317,22,852.095
1,1318,22,852.095
1,1319,22,852.095
1,1320,22,852.095
1,1321,22,852.095
1,1322,22,852.095
1,1323,22,852.095
1,1324,22,852.095
1,1325,22,852.095
1,1326,22,852.095
1,1327,22,852.095
1,1328,22,852.095
1,1329,22,852.095
1,1330,22,852.095
1,1331,22,852.095
1,1332,22,852.095
1,1333,22,852.095
1,1334,22,852.095
1,1335,22,852.095
1,1336,22,852.095
1,1337,22,852.095
1,1338,22,851.983
1,1339,22,851.983
1,1340,22,851.983
1,1341,22,851.983
1,1342,22,851.983
1,1343,22,851.983
1,1344,22,851.983
1,1345,22,851.983
